StartStop	ts_LN_CR020108A	ts_LN_CR020115A	ts_LN_CR020208A	ts_LN_CR020221A	ts_LN_CR020225B	ts_LN_CR020311A	ts_LN_CR020311B	ts_LN_CR020322A	ts_LN_CR020326A	ts_LN_CR020327A	ts_LN_CR020327B	ts_LN_CR020506A	ts_LN_CR020508A	ts_LN_CR020709B	ts_LN_CR020806A	ts_LN_CR020910A	ts_LN_CR030618A	ts_LN_CR030710A	ts_LN_CR031013A	ts_PN1	ts_PN2	ts_PN3	ts_PN_CR011218B	ts_PN_CR020131A	ts_PN_CR020215A	ts_PN_CR020401A	ts_PN_CR020415A	ts_PN_CR020422A	ts_PN_CR020513A	ts_PN_CR020523A	ts_PN_CR020528A	ts_PN_CR020529A	ts_PN_CR020606A	ts_PN_CR020709A	ts_PN_CR020711A	ts_PN_CR020718B	ts_PN_CR020722A	ts_PN_CR020830A	ts_PN_CR020909A	ts_PN_CR020912A	ts_PN_CR020918A	ts_PN_CR020927A	ts_PN_CR021001A	ts_PN_CR021014A	ts_PN_CR021105A	ts_PN_CR021211A	ts_PN_CR021213A	ts_PN_CR021220A	ts_PN_CR030110A	ts_PN_CR030110B	ts_PN_CR030228B	ts_PN_CR030304A	ts_PN_CR030522A	ts_PN_CR030614A	ts_PN_CR030620A	ts_PN_CR030625A	ts_PN_CR030625B	ts_PN_CR030627A	ts_PN_CR030627B	ts_PN_CR040104A	ts_PN_CR040108A	ts_PN_CR040217A	ts_PN_CR040518A	ts_PN_CR040720A	ts_PN_CR040723A	ts_PN_CR040914A	ts_PN_CR040916A	ts_PN_CR040920A	ts_PN_CR050104A	ts_PN_CR050104B
 	54.727000	4.065600	41.466000	70.051000	20.484000	12.774000	13.827000	44.545000	 	4.247700	13.961000	1.573500	12.434000	3.547200	0.853750	3.640700	 	 	100.550000	2.020200	5.625800	9.300000	6.128000	7.410600	 	3.889900	20.697000	20.132000	11.905000	3.812400	2.187400	10.194000	10.631000	12.356000	32.192000	10.752000	30.508000	20.356000	40.556000	3.206200	13.420000	24.667000	12.454000	 	 	31.029000	 	23.615000	20.638000	40.765000	0.923900	10.747000	14.222000	20.746000	12.765000	20.932000	1.577200	1.651900	10.136000	14.832000	30.888000	10.307000	10.908000	10.052000	13.265000	0.838700	22.669000	10.325000	 	10.727000
 	54.945000	4.161900	50.282000	70.157000	20.681000	12.900000	13.942000	44.840000	 	4.333700	14.030000	1.606700	12.618000	3.622500	0.865250	3.764400	 	 	110.130000	2.188700	5.653200	9.399200	6.204600	7.680400	 	4.022800	20.800000	20.204000	13.504000	3.846900	2.243500	10.212000	11.089000	12.389000	32.642000	10.773000	30.590000	20.383000	40.731000	3.253800	13.470000	24.855000	12.561000	 	 	32.239000	 	23.629000	20.669000	40.797000	0.953050	10.784000	20.180000	20.851000	12.811000	20.956000	1.616500	1.705400	10.177000	14.867000	31.216000	10.357000	20.186000	10.066000	13.369000	0.857800	22.709000	10.379000	 	10.828000
 	60.533000	4.265500	50.948000	70.504000	20.932000	13.024000	14.182000	52.410000	 	4.431600	14.500000	1.644100	12.745000	3.694800	0.885150	3.871100	 	 	110.340000	2.227400	5.697800	9.462800	6.306400	7.763000	 	4.246500	21.166000	20.253000	13.984000	3.877300	2.275900	10.234000	11.128000	12.416000	33.306000	10.791000	30.678000	20.405000	40.805000	3.314200	13.521000	30.584000	12.681000	 	 	32.364000	 	23.643000	20.698000	40.822000	0.983550	10.808000	32.160000	20.897000	12.938000	20.981000	1.668100	1.738200	10.213000	20.408000	31.329000	10.553000	20.229000	10.112000	13.402000	0.879000	22.780000	10.445000	 	10.851000
 	61.539000	4.325500	52.343000	70.748000	21.147000	13.154000	14.376000	52.937000	 	4.552600	14.676000	1.696900	12.746000	3.753700	0.912200	3.975000	 	 	110.560000	2.256400	5.732600	9.543200	6.378000	7.872800	 	4.332600	21.199000	20.313000	14.070000	3.910000	2.309500	10.257000	11.367000	12.451000	33.345000	10.823000	30.839000	20.434000	41.019000	3.368200	13.573000	 	12.894000	 	 	32.519000	 	23.667000	20.770000	40.831000	10.021000	10.852000	32.338000	20.913000	13.013000	21.003000	1.702900	1.760800	10.310000	20.778000	31.365000	10.677000	20.270000	10.132000	14.524000	0.896150	22.843000	10.509000	 	10.872000
 	62.074000	4.495000	60.981000	70.806000	21.343000	13.284000	14.454000	53.123000	 	4.659900	14.950000	1.728700	12.898000	3.830600	0.961450	4.089600	 	 	110.940000	2.280800	5.773000	9.609800	6.454200	8.020400	 	4.431200	21.363000	20.377000	14.548000	3.957300	2.338300	10.278000	12.015000	12.507000	33.457000	10.877000	 	20.466000	41.049000	3.430000	13.630000	 	13.013000	 	 	33.195000	 	23.738000	20.860000	40.890000	10.059000	10.878000	43.540000	20.930000	13.229000	21.005000	1.736600	1.802800	10.343000	30.273000	31.396000	10.702000	20.322000	10.155000	14.674000	0.917900	22.881000	10.557000	 	10.901000
 	62.454000	4.572600	61.771000	80.144000	21.532000	13.409000	14.637000	53.274000	 	4.804000	20.330000	1.799200	13.058000	3.910000	0.979200	4.211000	 	 	120.150000	2.313800	5.819000	9.711800	6.532000	8.168800	 	4.667300	21.451000	20.462000	20.299000	3.989300	2.372900	10.307000	12.036000	12.564000	33.683000	10.903000	 	20.503000	41.075000	3.469400	13.674000	 	13.135000	 	 	33.241000	 	23.823000	20.909000	50.089000	10.101000	10.911000	43.574000	30.008000	13.277000	21.007000	1.791200	1.839200	10.376000	30.511000	31.569000	10.800000	20.409000	10.186000	14.699000	0.933000	22.924000	10.612000	 	10.917000
 	62.712000	4.659300	62.355000	80.181000	21.728000	13.521000	14.826000	54.493000	 	4.904000	20.434000	1.830200	13.219000	3.985200	1.007700	4.318500	 	 	120.300000	2.366300	5.888400	9.782600	6.619400	8.304800	 	4.803300	21.633000	20.545000	20.326000	4.024500	2.380900	10.330000	12.795000	12.624000	34.056000	10.937000	 	20.544000	52.837000	3.506000	13.725000	 	13.372000	 	 	34.267000	 	23.858000	20.938000	50.140000	10.143000	10.943000	43.648000	30.009000	13.386000	30.022000	1.844000	1.882100	10.404000	30.540000	31.718000	10.990000	20.497000	10.229000	14.734000	0.947650	22.964000	10.699000	 	10.939000
 	63.021000	4.747400	63.491000	80.222000	21.951000	13.645000	14.948000	54.887000	 	10.014000	21.000000	1.881300	13.352000	4.042200	1.025700	4.430400	 	 	120.530000	2.393500	5.917600	9.882000	6.703400	8.421400	 	 	21.666000	20.594000	20.461000	4.052900	2.414800	10.533000	12.823000	12.647000	34.129000	20.266000	 	20.893000	53.841000	3.548500	13.806000	 	13.479000	 	 	34.978000	 	24.072000	20.986000	50.787000	10.176000	10.992000	44.098000	30.088000	13.456000	30.050000	1.911200	1.942700	10.430000	30.602000	31.775000	11.070000	20.567000	10.248000	14.771000	0.961950	23.015000	10.760000	 	10.964000
 	63.301000	4.825200	71.373000	80.324000	22.150000	13.783000	22.800000	60.371000	 	10.158000	21.129000	1.913700	13.501000	4.117100	1.042500	4.539200	 	 	130.200000	2.440600	5.940600	9.957400	6.794600	8.556800	 	 	21.705000	20.660000	20.498000	4.089000	2.451200	10.563000	12.870000	12.666000	34.244000	20.393000	 	20.916000	53.866000	3.600800	13.866000	 	13.592000	 	 	40.440000	 	24.266000	30.025000	60.130000	10.231000	20.170000	50.723000	30.106000	13.624000	30.339000	1.953000	1.980800	10.451000	30.673000	31.893000	11.162000	20.659000	10.263000	14.812000	0.978700	23.065000	10.814000	 	10.995000
 	63.569000	4.909700	74.766000	80.623000	22.402000	13.915000	23.047000	60.519000	 	10.278000	21.370000	1.971600	13.630000	4.192500	1.059700	4.655600	 	 	130.480000	2.511500	5.965600	10.075000	6.884600	8.731800	 	 	21.771000	20.698000	20.541000	4.125800	2.522600	10.672000	13.059000	12.689000	34.295000	20.438000	 	20.940000	54.316000	3.683100	13.923000	 	13.818000	 	 	 	 	24.433000	30.104000	 	10.279000	20.264000	60.171000	30.127000	13.804000	30.489000	1.991500	2.029400	10.478000	30.699000	31.915000	11.457000	20.697000	10.283000	14.848000	10.003000	23.102000	10.888000	 	11.058000
 	64.238000	4.992300	82.237000	80.665000	22.616000	14.064000	23.213000	70.236000	 	10.420000	21.450000	2.004600	13.775000	4.270900	1.084900	4.775800	 	 	130.860000	2.543100	6.014000	10.169000	6.982800	8.886600	 	 	22.289000	20.768000	21.099000	4.197200	2.633600	10.695000	13.144000	13.050000	34.753000	20.466000	 	20.969000	 	3.766500	14.008000	 	13.963000	 	 	 	 	24.531000	30.158000	 	10.330000	20.298000	60.198000	30.272000	13.915000	30.511000	2.020900	2.055500	10.515000	30.725000	32.199000	11.507000	20.938000	10.305000	20.171000	10.026000	23.150000	10.944000	 	11.126000
 	64.619000	5.069100	83.233000	80.915000	22.825000	14.189000	23.434000	70.584000	 	10.574000	21.485000	2.043900	13.924000	4.348800	1.104400	4.886200	 	 	140.090000	2.576900	6.071800	10.277000	7.078200	9.016000	 	 	22.319000	20.864000	21.140000	4.244000	2.669200	10.743000	13.438000	13.075000	 	20.593000	 	21.034000	 	3.806800	14.052000	 	14.283000	 	 	 	 	24.548000	30.213000	 	10.379000	20.341000	60.213000	30.301000	14.019000	30.537000	2.064900	2.085300	10.559000	30.796000	32.323000	12.125000	20.957000	10.337000	20.196000	10.040000	23.187000	11.007000	 	11.173000
 	 	5.174600	90.816000	80.934000	23.039000	14.325000	23.710000	80.192000	 	10.733000	21.566000	2.111900	14.079000	4.421400	1.130500	4.994500	 	 	140.440000	2.783600	6.095200	10.481000	7.158000	9.199200	 	 	22.358000	20.938000	21.160000	4.276800	2.736800	10.806000	13.621000	13.092000	 	 	 	30.041000	 	3.877800	14.070000	 	14.449000	 	 	 	 	24.569000	30.256000	 	10.414000	20.377000	60.292000	30.434000	14.084000	30.623000	2.098800	2.120200	10.678000	30.905000	32.388000	12.190000	 	10.349000	20.231000	10.054000	23.214000	11.073000	 	11.222000
 	 	5.269100	90.922000	80.984000	23.235000	14.455000	23.949000	80.762000	 	10.846000	21.930000	2.147000	14.262000	4.495500	1.155300	10.020000	 	 	140.650000	2.845300	6.120600	10.607000	7.269000	9.439200	 	 	22.390000	30.076000	21.195000	4.303100	2.893100	10.831000	13.713000	13.119000	 	 	 	30.127000	 	4.000300	14.131000	 	14.631000	 	 	 	 	 	30.290000	 	10.447000	20.403000	 	30.450000	14.233000	30.653000	2.142800	2.155100	10.713000	40.058000	32.587000	12.591000	 	10.364000	20.302000	10.073000	23.284000	11.131000	 	11.276000
 	 	5.355200	100.850000	90.067000	23.438000	14.586000	24.270000	80.837000	 	10.964000	22.021000	2.180700	14.428000	4.573800	2.586500	10.107000	 	 	140.840000	2.880700	6.192800	10.759000	7.359600	9.568400	 	 	22.412000	30.149000	21.225000	4.347400	2.990900	10.868000	14.017000	13.275000	 	 	 	30.148000	 	4.074700	14.213000	 	14.805000	 	 	 	 	 	30.334000	 	10.485000	20.429000	 	30.471000	14.345000	30.739000	2.189000	2.202800	10.744000	40.116000	32.656000	12.620000	 	10.380000	20.386000	10.096000	23.316000	11.181000	 	11.315000
 	 	5.496300	101.400000	90.217000	23.650000	14.726000	24.475000	 	 	11.913000	22.319000	2.234800	14.566000	4.654400	2.630600	10.183000	 	 	150.040000	2.908800	6.235200	10.873000	7.448000	9.673400	 	 	22.430000	30.322000	21.468000	4.449000	3.033000	10.894000	14.107000	13.312000	 	 	 	30.171000	 	4.157600	14.276000	 	20.108000	 	 	 	 	 	30.400000	 	10.518000	20.507000	 	30.651000	14.403000	30.755000	2.227800	2.241100	10.782000	40.178000	32.721000	12.659000	 	10.431000	20.427000	10.117000	23.345000	11.244000	 	20.014000
 	 	5.602700	102.280000	90.576000	23.901000	14.855000	24.722000	 	 	11.989000	22.844000	2.268200	14.738000	4.736200	2.669000	10.252000	 	 	150.560000	2.927200	6.290000	10.980000	7.545600	9.791000	 	 	22.447000	30.432000	21.479000	4.498600	3.098000	10.957000	14.190000	13.399000	 	 	 	30.196000	 	4.194400	14.344000	 	20.279000	 	 	 	 	 	30.444000	 	10.552000	20.614000	 	30.673000	14.563000	30.787000	2.268000	2.289300	10.851000	40.245000	32.740000	12.707000	 	10.487000	20.476000	10.149000	23.381000	11.309000	 	20.039000
 	 	5.697800	110.850000	90.623000	24.082000	 	30.002000	 	 	12.098000	22.900000	2.305200	14.899000	4.812200	2.721400	10.346000	 	 	150.830000	3.125000	6.406000	11.102000	7.634000	10.011000	 	 	22.588000	30.485000	21.497000	4.563200	3.160000	10.986000	14.211000	13.614000	 	 	 	30.246000	 	4.249200	14.426000	 	20.434000	 	 	 	 	 	30.499000	 	10.593000	20.721000	 	30.700000	14.643000	30.852000	2.295600	2.422100	10.886000	40.324000	32.868000	12.785000	 	10.506000	20.583000	10.186000	23.409000	11.367000	 	20.065000
 	 	5.796400	111.450000	90.640000	24.332000	 	30.424000	 	 	12.179000	23.220000	2.343100	20.066000	4.890900	2.773300	10.420000	 	 	151.080000	3.182900	6.448800	11.228000	7.720800	10.135000	 	 	22.617000	30.555000	21.545000	4.603500	3.190200	11.008000	14.257000	13.663000	 	 	 	30.280000	 	4.327700	14.538000	 	20.516000	 	 	 	 	 	30.528000	 	10.634000	20.789000	 	30.769000	14.750000	40.331000	2.327300	2.496100	10.917000	40.413000	32.989000	12.994000	 	10.518000	20.632000	10.208000	23.465000	11.438000	 	20.258000
 	 	5.858600	112.990000	90.660000	24.623000	 	30.570000	 	 	12.271000	23.326000	2.378200	20.232000	10.015000	2.810600	10.506000	 	 	151.300000	3.228500	6.580000	11.320000	7.821800	10.312000	 	 	22.704000	30.620000	21.594000	4.635300	3.212300	20.064000	14.376000	13.812000	 	 	 	30.333000	 	4.372300	14.630000	 	20.651000	 	 	 	 	 	30.555000	 	10.686000	20.925000	 	30.782000	14.790000	40.363000	2.357200	2.539700	10.986000	40.472000	33.098000	13.018000	 	10.526000	20.786000	10.226000	23.492000	11.495000	 	20.340000
 	 	5.950500	113.420000	90.662000	24.838000	 	30.830000	 	 	12.375000	23.617000	2.433800	20.233000	10.109000	2.840300	10.589000	 	 	151.490000	3.300700	6.633800	11.493000	7.925600	10.590000	 	 	22.757000	30.726000	21.650000	4.663600	3.240100	20.097000	14.412000	13.862000	 	 	 	30.370000	 	4.438800	14.723000	 	20.881000	 	 	 	 	 	30.635000	 	10.720000	20.999000	 	30.995000	14.912000	40.397000	2.398000	2.570600	11.143000	40.647000	33.278000	13.051000	 	10.537000	20.828000	10.246000	23.529000	11.549000	 	20.378000
 	 	10.169000	114.100000	90.775000	30.324000	 	31.084000	 	 	12.481000	23.821000	2.487900	20.382000	10.214000	2.892500	10.672000	 	 	151.780000	3.523100	6.689000	11.746000	8.009000	10.738000	 	 	22.815000	30.787000	21.695000	4.703400	3.283100	20.269000	14.460000	14.038000	 	 	 	30.399000	 	4.489800	14.810000	 	21.161000	 	 	 	 	 	30.786000	 	10.767000	30.085000	 	40.031000	20.486000	40.415000	2.438400	2.598000	11.222000	40.692000	33.385000	13.554000	 	10.558000	20.859000	10.263000	23.579000	11.630000	 	20.408000
 	 	10.325000	122.030000	90.828000	30.647000	 	32.521000	 	 	12.569000	24.046000	2.525900	20.537000	10.336000	2.931000	10.757000	 	 	152.200000	3.685600	6.731400	12.070000	8.086000	10.895000	 	 	22.839000	30.863000	21.909000	4.733900	3.336100	20.296000	14.775000	14.105000	 	 	 	30.439000	 	4.549900	14.879000	 	21.403000	 	 	 	 	 	30.837000	 	10.819000	30.142000	 	40.365000	20.584000	40.689000	2.472600	2.625100	11.259000	40.773000	33.439000	13.581000	 	10.570000	20.900000	10.279000	23.638000	11.692000	 	20.710000
 	 	10.485000	123.650000	90.861000	30.896000	 	32.874000	 	 	12.690000	24.111000	2.573300	20.676000	10.459000	2.975000	10.847000	 	 	152.470000	3.755500	6.765200	12.136000	8.210200	11.056000	 	 	22.862000	30.931000	23.861000	4.766300	3.380700	20.322000	14.811000	14.153000	 	 	 	30.588000	 	4.623800	14.897000	 	21.534000	 	 	 	 	 	40.032000	 	10.862000	30.189000	 	40.518000	20.645000	40.775000	2.528300	2.653500	11.379000	40.913000	33.500000	13.685000	 	10.592000	20.937000	10.293000	23.740000	11.764000	 	20.762000
 	 	10.728000	124.100000	90.899000	40.043000	 	33.280000	 	 	12.773000	24.184000	2.609300	20.811000	10.574000	3.026100	10.935000	 	 	153.000000	3.870900	6.803400	12.212000	8.291800	11.272000	 	 	22.879000	40.023000	23.883000	4.802500	3.627300	20.358000	 	14.200000	 	 	 	30.674000	 	4.658600	14.922000	 	21.886000	 	 	 	 	 	40.094000	 	10.895000	30.327000	 	40.533000	20.721000	40.869000	2.567900	2.720900	11.435000	50.090000	33.677000	13.955000	 	10.610000	20.971000	10.310000	23.773000	11.815000	 	20.791000
 	 	10.845000	130.580000	90.931000	40.293000	 	33.495000	 	 	12.861000	24.289000	2.644200	20.929000	10.678000	3.085400	20.087000	 	 	153.320000	4.432000	6.836400	12.309000	8.368400	11.569000	 	 	22.900000	40.068000	23.905000	4.825600	3.697100	20.402000	 	14.333000	 	 	 	30.828000	 	4.705700	20.396000	 	22.098000	 	 	 	 	 	40.150000	 	10.945000	30.472000	 	40.548000	20.937000	40.896000	2.594600	2.745000	11.465000	50.489000	33.865000	14.014000	 	10.642000	30.051000	10.329000	23.824000	11.872000	 	20.813000
 	 	10.987000	132.610000	90.976000	40.496000	 	33.675000	 	 	12.963000	24.487000	2.692100	30.078000	10.792000	3.140600	20.179000	 	 	153.900000	4.495800	6.876200	12.416000	8.458600	11.651000	 	 	22.924000	40.149000	23.965000	4.853500	3.755100	20.535000	 	14.376000	 	 	 	30.859000	 	4.766200	20.421000	 	22.146000	 	 	 	 	 	40.267000	 	20.024000	30.531000	 	40.575000	20.985000	50.078000	2.627900	2.807000	11.514000	50.581000	34.117000	14.086000	 	10.654000	30.075000	10.346000	23.861000	11.941000	 	20.837000
 	 	11.190000	133.490000	100.000000	40.673000	 	33.840000	 	 	13.071000	24.846000	2.692200	30.210000	10.923000	3.163300	20.287000	 	 	154.240000	4.553800	6.910400	12.602000	8.531800	11.799000	 	 	23.262000	40.220000	30.076000	4.884400	3.755200	20.563000	 	14.430000	 	 	 	30.894000	 	4.812700	20.996000	 	22.244000	 	 	 	 	 	40.367000	 	20.123000	30.654000	 	40.705000	21.048000	50.151000	2.670400	2.848200	11.606000	 	34.299000	14.179000	 	10.671000	30.099000	10.362000	23.897000	12.006000	 	20.871000
 	 	11.333000	141.400000	100.110000	40.869000	 	33.974000	 	 	13.169000	 	2.725400	30.331000	11.038000	3.196400	20.393000	 	 	 	4.886500	6.936800	12.757000	8.620200	11.925000	 	 	23.319000	40.332000	30.267000	4.916900	3.792000	20.584000	 	14.945000	 	 	 	30.961000	 	4.866800	22.585000	 	22.471000	 	 	 	 	 	40.415000	 	20.256000	30.677000	 	40.792000	30.122000	50.343000	2.749700	2.867700	11.687000	 	34.345000	14.376000	 	10.705000	30.121000	10.380000	23.974000	12.066000	 	20.957000
 	 	11.415000	141.800000	100.140000	50.085000	 	34.103000	 	 	13.254000	 	2.761300	30.468000	11.993000	3.257100	20.506000	 	 	 	4.917600	6.994200	12.898000	8.702000	12.182000	 	 	23.602000	40.416000	31.176000	4.951100	3.852600	20.601000	 	20.266000	 	 	 	40.029000	 	4.927900	22.783000	 	22.640000	 	 	 	 	 	40.573000	 	20.354000	30.699000	 	40.831000	30.148000	50.531000	2.799000	2.901000	11.736000	 	34.374000	14.601000	 	10.731000	30.141000	10.411000	24.041000	12.139000	 	21.029000
 	 	11.613000	142.730000	100.160000	50.392000	 	34.244000	 	 	13.359000	 	2.821300	30.582000	11.994000	3.314500	20.603000	 	 	 	4.964500	7.039200	12.964000	8.789600	12.355000	 	 	23.731000	40.499000	31.202000	12.316000	3.852700	20.632000	 	20.403000	 	 	 	40.062000	 	 	23.000000	 	23.030000	 	 	 	 	 	40.601000	 	20.507000	30.728000	 	40.855000	30.202000	50.662000	2.833700	2.944800	11.772000	 	34.581000	14.867000	 	10.742000	30.169000	10.431000	24.118000	12.227000	 	21.132000
 	 	11.733000	144.030000	100.200000	50.598000	 	34.391000	 	 	13.478000	 	2.870900	30.694000	12.144000	3.344700	20.700000	 	 	 	10.080000	7.147600	13.120000	8.881800	12.562000	 	 	23.842000	40.593000	31.396000	12.398000	3.910500	20.656000	 	20.464000	 	 	 	40.094000	 	 	23.212000	 	23.148000	 	 	 	 	 	40.778000	 	20.595000	30.776000	 	40.889000	30.242000	 	2.876200	2.965900	11.810000	 	34.709000	 	 	10.788000	30.195000	10.458000	24.162000	12.297000	 	21.166000
 	 	11.935000	 	100.270000	50.848000	 	34.521000	 	 	13.572000	 	2.908400	30.695000	12.266000	3.379700	20.806000	 	 	 	10.357000	7.184600	13.207000	8.977400	12.695000	 	 	23.969000	40.665000	31.410000	12.459000	3.957900	20.689000	 	20.506000	 	 	 	40.216000	 	 	23.410000	 	23.247000	 	 	 	 	 	40.821000	 	20.682000	30.817000	 	40.917000	30.382000	 	2.912800	2.986500	11.850000	 	34.761000	 	 	10.820000	30.225000	10.490000	24.209000	12.362000	 	21.218000
 	 	11.993000	 	100.700000	60.172000	 	34.642000	 	 	13.679000	 	2.943500	30.837000	12.409000	3.447300	20.894000	 	 	 	10.388000	7.269600	13.275000	9.088800	12.844000	 	 	24.081000	40.745000	31.438000	12.532000	4.032100	20.839000	 	20.606000	 	 	 	40.299000	 	 	23.424000	 	24.018000	 	 	 	 	 	40.860000	 	20.762000	30.895000	 	40.947000	 	 	2.950300	3.001900	11.888000	 	 	 	 	10.841000	30.280000	10.522000	24.252000	12.422000	 	21.265000
 	 	12.282000	 	 	60.400000	 	34.742000	 	 	13.776000	 	2.988100	30.990000	12.540000	3.467100	20.991000	 	 	 	10.406000	7.314600	13.461000	9.207600	13.028000	 	 	24.100000	40.837000	31.530000	12.576000	4.066200	20.858000	 	20.971000	 	 	 	40.327000	 	 	23.585000	 	24.330000	 	 	 	 	 	40.883000	 	20.838000	30.956000	 	40.994000	 	 	2.989300	3.016000	11.932000	 	 	 	 	10.858000	30.323000	10.574000	24.306000	12.492000	 	21.307000
 	 	12.440000	 	 	60.610000	 	34.924000	 	 	13.880000	 	3.060300	40.067000	12.694000	3.487900	30.004000	 	 	 	10.431000	7.340200	13.566000	9.302800	13.223000	 	 	24.189000	40.886000	31.571000	12.615000	4.106500	20.888000	 	21.058000	 	 	 	40.351000	 	 	23.902000	 	24.565000	 	 	 	 	 	40.977000	 	20.942000	30.984000	 	41.026000	 	 	3.030800	3.033000	12.020000	 	 	 	 	10.909000	30.350000	10.600000	24.348000	12.550000	 	21.354000
 	 	12.674000	 	 	60.838000	 	40.045000	 	 	13.979000	 	3.091300	40.083000	12.828000	3.541200	30.098000	 	 	 	10.486000	7.376800	13.883000	9.424600	13.377000	 	 	24.279000	40.965000	31.621000	12.659000	4.144200	20.949000	 	21.088000	 	 	 	40.401000	 	 	24.024000	 	24.645000	 	 	 	 	 	50.257000	 	30.027000	40.179000	 	41.227000	 	 	3.062400	3.050500	12.106000	 	 	 	 	10.931000	30.372000	10.620000	24.412000	12.628000	 	30.029000
 	 	12.856000	 	 	70.061000	 	40.875000	 	 	14.093000	 	3.124400	40.206000	12.906000	3.576800	30.227000	 	 	 	10.565000	7.409200	14.025000	9.509600	13.540000	 	 	24.391000	40.976000	31.675000	12.700000	4.183600	30.378000	 	21.117000	 	 	 	40.538000	 	 	24.490000	 	24.770000	 	 	 	 	 	50.379000	 	30.127000	40.224000	 	41.239000	 	 	3.093600	3.069700	12.213000	 	 	 	 	10.945000	30.399000	10.677000	24.550000	12.676000	 	30.059000
 	 	13.148000	 	 	70.276000	 	42.385000	 	 	14.206000	 	3.156600	40.360000	13.031000	3.609000	30.326000	 	 	 	10.612000	7.459600	14.123000	9.593400	13.718000	 	 	24.446000	50.042000	31.700000	12.728000	4.215600	30.409000	 	21.141000	 	 	 	40.655000	 	 	24.511000	 	24.869000	 	 	 	 	 	50.410000	 	30.210000	40.566000	 	41.248000	 	 	3.128700	3.115200	12.274000	 	 	 	 	20.017000	30.443000	10.726000	24.612000	12.731000	 	30.166000
 	 	13.254000	 	 	70.531000	 	42.803000	 	 	14.366000	 	3.218600	40.480000	13.122000	3.681500	30.433000	 	 	 	10.774000	7.501000	14.453000	9.673600	14.115000	 	 	24.480000	50.094000	31.769000	12.776000	4.244800	30.479000	 	22.134000	 	 	 	40.673000	 	 	24.949000	 	24.984000	 	 	 	 	 	50.475000	 	30.252000	40.590000	 	41.264000	 	 	3.154800	3.272800	12.341000	 	 	 	 	20.143000	30.475000	10.766000	24.688000	12.791000	 	30.203000
 	 	13.438000	 	 	70.731000	 	43.593000	 	 	14.461000	 	3.259100	40.604000	13.265000	3.706300	30.520000	 	 	 	10.817000	7.547200	14.572000	9.754800	14.305000	 	 	24.695000	50.163000	31.812000	12.811000	4.309500	30.523000	 	22.156000	 	 	 	40.695000	 	 	31.548000	 	30.817000	 	 	 	 	 	50.563000	 	30.347000	40.625000	 	41.467000	 	 	3.211500	3.307500	12.410000	 	 	 	 	20.173000	30.516000	10.798000	24.734000	12.853000	 	30.233000
 	 	13.735000	 	 	 	 	44.526000	 	 	14.544000	 	3.297300	40.729000	13.415000	3.740800	30.605000	 	 	 	11.072000	7.586400	14.694000	9.865400	14.436000	 	 	24.757000	50.233000	31.940000	12.913000	4.344200	30.546000	 	22.284000	 	 	 	40.731000	 	 	31.573000	 	30.878000	 	 	 	 	 	50.619000	 	30.523000	40.761000	 	41.743000	 	 	3.255300	3.330200	12.441000	 	 	 	 	20.194000	30.555000	10.816000	24.814000	12.916000	 	30.281000
 	 	13.894000	 	 	 	 	44.685000	 	 	14.651000	 	3.328600	40.867000	13.544000	3.767100	30.693000	 	 	 	11.120000	7.634600	14.785000	9.949200	14.546000	 	 	24.865000	50.291000	32.004000	13.010000	4.375100	30.570000	 	22.330000	 	 	 	40.765000	 	 	31.774000	 	30.922000	 	 	 	 	 	50.662000	 	30.601000	40.811000	 	41.764000	 	 	3.292400	3.356400	12.474000	 	 	 	 	20.222000	30.579000	10.835000	24.901000	12.974000	 	30.448000
 	 	14.261000	 	 	 	 	50.062000	 	 	14.764000	 	3.361000	40.868000	13.688000	3.798200	30.823000	 	 	 	11.163000	7.672800	 	10.037000	14.670000	 	 	24.896000	50.350000	32.075000	13.071000	4.775900	30.588000	 	22.576000	 	 	 	40.803000	 	 	31.878000	 	40.220000	 	 	 	 	 	50.716000	 	30.784000	40.848000	 	41.795000	 	 	3.322200	3.382600	12.550000	 	 	 	 	20.238000	30.598000	10.856000	32.344000	13.044000	 	30.560000
 	 	14.434000	 	 	 	 	50.457000	 	 	14.864000	 	3.426000	41.927000	13.844000	3.826500	30.910000	 	 	 	20.014000	7.719400	 	10.038000	14.883000	 	 	 	50.429000	32.845000	13.101000	4.803100	30.610000	 	22.665000	 	 	 	40.886000	 	 	32.580000	 	40.260000	 	 	 	 	 	50.797000	 	30.866000	40.880000	 	41.815000	 	 	3.370900	3.416200	12.607000	 	 	 	 	20.256000	30.623000	10.881000	32.384000	13.117000	 	30.659000
 	 	14.537000	 	 	 	 	50.841000	 	 	14.933000	 	3.476600	42.107000	13.944000	3.852300	30.988000	 	 	 	20.031000	7.753800	 	10.118000	20.035000	 	 	 	50.534000	33.213000	13.139000	4.826400	30.642000	 	23.459000	 	 	 	40.941000	 	 	33.008000	 	40.361000	 	 	 	 	 	50.964000	 	30.918000	40.911000	 	41.831000	 	 	3.423400	3.444100	12.697000	 	 	 	 	20.270000	30.665000	10.928000	32.428000	13.182000	 	30.680000
